Identifier,Company Name,GICS Industry Name,Exchange Name,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
IFXGn.DE,Infineon Technologies AG,Semiconductors & Semiconductor Equipment,XETRA,-0.04032,-0.04517,-0.047599999999999996,-0.03306,-0.25367,0.13439,0.2488,0.1247,0.077,0.129,0.136,0.1761,0.1814,0.17800000000000002,0.1381,0.0864,0.1446,0.1946,0.2167,0.1476
IAG.AX,Insurance Australia Group Ltd,Insurance,ASX - ALL MARKETS,0.24069700000000002,0.22300999999999999,0.14276999999999998,0.030270000000000002,0.10967,0.03735,0.09570000000000001,0.13311,0.25326,0.23,0.14748,0.12960000000000002,0.1565,0.16204000000000002,0.14243,0.044349999999999994,0.12118999999999999,0.034300000000000004,0.07059,0.136
INTC.OQ,Intel Corp,Semiconductors & Semiconductor Equipment,NASDAQ/NGS (GLOBAL SELECT MARKET),0.1948,0.2395,0.13720000000000002,0.1631,0.1354,0.1048,0.2556,0.2709,0.2266,0.17579999999999998,0.2051,0.1953,0.20800000000000002,0.2477,0.2998,0.2865,0.28300000000000003,0.25339,0.07639,0.04269
INTU.OQ,Intuit Inc,Software,NASDAQ/NGS (GLOBAL SELECT MARKET),0.2288,0.2516,0.24989999999999998,0.2607,0.23559999999999998,0.25474,0.29350000000000004,0.3248,0.30920000000000003,0.307,0.2732,0.5749,0.9145,0.7902,0.584,0.46869999999999995,0.3549,0.25579999999999997,0.2421,0.26949
JPM.N,JPMorgan Chase & Co,Banks,"NEW YORK STOCK EXCHANGE, INC.",0.0815,0.09820000000000001,0.11789999999999999,0.1247,0.0415,0.06,0.1,0.11,0.1072,0.0861,0.1,0.11,0.08810000000000001,0.0986,0.13,0.15,0.12,0.19,0.1379,0.17
JYSK.CO,Jyske Bank A/S,Banks,NASDAQ COPENHAGEN A/S,0.1802,0.19808,0.22042,0.17739000000000002,0.09526,0.10751,0.05869,0.0478,0.062400000000000004,0.109,0.11199999999999999,0.08672,0.10210000000000001,0.09970000000000001,0.07440000000000001,0.0723,0.04889,0.0931,0.1039,0.14779
KLAC.OQ,KLA Corp,Semiconductors & Semiconductor Equipment,NASDAQ/NGS (GLOBAL SELECT MARKET),0.1532,0.1066,0.1783,0.1716,-0.0171,0.1204,0.32770000000000005,0.2556,0.1595,0.1671,0.23850000000000002,1.31476,0.9277,0.8543000000000001,0.61799,0.6141,0.7483,1.3415000000000001,1.6466900000000002,1.0284900000000001
KBC.BR,Kbc Groep NV,Banks,EURONEXT - EURONEXT BRUSSELS,0.16879999999999998,0.1425,0.1418,0.15907,-0.14671,-0.14800000000000002,0.11,0.1051,0.14111,0.1373,0.13057,0.22,0.18,0.15439999999999998,0.13369999999999999,0.1293,0.077,0.1304,0.14,0.16
LOGN.S,Logitech International SA,"Technology Hardware, Storage & Peripherals",SIX SWISS EXCHANGE,0.3037,0.29902,0.30051,0.25605,0.10933999999999999,0.06498,0.1165,0.060700000000000004,-0.2422,0.16260000000000002,0.2045,0.20206,0.2704,0.2843,0.3045,0.2737,0.5881000000000001,0.33840000000000003,0.2262,0.29960000000000003
MTB.N,M&T Bank Corp,Banks,"NEW YORK STOCK EXCHANGE, INC.",0.1267,0.13311,0.1336,0.1009,0.0819,0.0507,0.09300000000000001,0.0967,0.1096,0.1118,0.0908,0.0736,0.07490000000000001,0.0942,0.1282,0.12869999999999998,0.0872,0.10429000000000001,0.0867,0.10640000000000001
